STATEFP10,ZCTA5CE10,GEOID10,CLASSFP10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,PARTFLG10
53,98133,5398133,B5,G6350,S,18378984,178301,+47.7404752,-122.3428688,N
53,98055,5398055,B5,G6350,S,12373996,249945,+47.4469823,-122.2015208,N
53,98101,5398101,B5,G6350,S,1344752,271084,+47.6109020,-122.3364219,N
53,98024,5398024,B5,G6350,S,61945438,1348984,+47.5734245,-121.8991824,N
53,98380,5398380,B5,G6350,S,108540302,15043550,+47.5786075,-122.9028855,N
53,98110,5398110,B5,G6350,S,71512405,29499450,+47.6469673,-122.5345614,N
53,98315,5398315,B5,G6350,S,28766162,2962518,+47.7245503,-122.7160114,N
53,98926,5398926,B5,G6350,S,1494509227,5979438,+47.0141954,-120.4586914,N
53,98943,5398943,B5,G6350,S,2223598,19748,+47.1845780,-120.9648627,N
53,98950,5398950,B5,G6350,S,60332577,21297341,+46.8964659,-119.9880736,N
53,98565,5398565,B5,G6350,S,1603995,0,+46.5783149,-122.9019647,N
53,98570,5398570,B5,G6350,S,307602563,91832,+46.6307129,-122.6509470,N
53,99147,5399147,B5,G6350,S,21199009,8193884,+47.8737164,-118.5093733,N
53,98546,5398546,B5,G6350,S,68581895,12998931,+47.3198652,-122.9246251,N
53,98855,5398855,B5,G6350,S,1662923140,7023667,+48.6745086,-119.2530086,N
53,99124,5399124,B5,G6350,S,559382,0,+47.9999352,-118.9528510,N
53,98631,5398631,B5,G6350,S,40236924,27904939,+46.4047663,-124.0315425,N
53,99180,5399180,B5,G6350,S,264047905,6874693,+48.2926669,-117.3421695,N
53,99009,5399009,B5,G6350,S,207737563,3091509,+48.0260859,-117.2524460,N
53,99006,5399006,B5,G6350,S,475627744,1213519,+47.9841223,-117.5021923,N
53,98402,5398402,B5,G6350,S,2439379,560802,+47.2501581,-122.4390298,N
53,98405,5398405,B5,G6350,S,10676833,47321,+47.2456466,-122.4723988,N
53,98467,5398467,B5,G6350,S,11896797,9213814,+47.2032791,-122.5677194,N
53,98439,5398439,B5,G6350,S,22582097,18871,+47.1325722,-122.5126913,N
53,98422,5398422,B5,G6350,S,17298972,303026,+47.2904030,-122.3925414,N
53,98407,5398407,B5,G6350,S,14567007,4196701,+47.2903645,-122.5177469,N
53,98499,5398499,B5,G6350,S,23852571,1671777,+47.1686934,-122.5033470,N
53,98433,5398433,B5,G6350,S,51009435,3655033,+47.1128105,-122.5890622,N
53,98430,5398430,B5,G6350,S,992075,255658,+47.1178353,-122.5671714,N
53,98330,5398330,B5,G6350,S,16907606,134033,+46.7761159,-122.1686519,N
53,98273,5398273,B5,G6350,S,217802411,12472693,+48.4027537,-122.3761477,N
53,98267,5398267,B5,G6350,S,900046747,6103746,+48.4376231,-121.2990485,N
53,98257,5398257,B5,G6350,S,47486891,5659405,+48.4060246,-122.5121474,N
53,98610,5398610,B5,G6350,S,952000245,7669772,+45.8658903,-122.0652182,N
53,98036,5398036,B5,G6350,S,25075706,34278,+47.8097079,-122.2803939,N
53,98026,5398026,B5,G6350,S,24153199,2967939,+47.8407936,-122.3329848,N
53,98294,5398294,B5,G6350,S,155411158,748480,+47.8746791,-121.7538644,N
53,98251,5398251,B5,G6350,S,394887169,6501491,+47.9123171,-121.6068220,N
53,99016,5399016,B5,G6350,S,65287891,183196,+47.5972924,-117.1210290,N
53,99216,5399216,B5,G6350,S,34584382,282148,+47.6856768,-117.2184583,N
53,99005,5399005,B5,G6350,S,102757583,0,+47.8442612,-117.3661959,N
53,99206,5399206,B5,G6350,S,60620755,254064,+47.6292956,-117.2546568,N
53,98512,5398512,B5,G6350,S,389166807,4845429,+46.9749978,-123.0634649,N
53,99360,5399360,B5,G6350,S,407715464,0,+46.0902173,-118.6630296,N
53,98244,5398244,B5,G6350,S,1264000692,12842172,+48.8318106,-121.9338292,N
53,98220,5398220,B5,G6350,S,52834909,245140,+48.6849452,-122.1951937,N
53,98262,5398262,B5,G6350,S,23949593,833670,+48.6743566,-122.6467050,N
53,98281,5398281,B5,G6350,S,12652231,4389799,+48.9919302,-123.0511838,N
53,99158,5399158,B5,G6350,S,235435592,0,+47.1302715,-117.2474235,N
53,99164,5399164,B5,G6350,S,187184,0,+46.7309174,-117.1525679,N
53,99169,5399169,B5,G6350,S,1838577813,3764800,+47.1058983,-118.3402184,N
53,99371,5399371,B5,G6350,S,527777855,563793,+46.8001181,-118.3120358,N
53,99337,5399337,B5,G6350,S,407217264,37731699,+46.0732228,-119.0907404,N
53,99353,5399353,B5,G6350,S,67479354,2292769,+46.3138081,-119.3877682,N
53,98801,5398801,B5,G6350,S,420417984,9889594,+47.4235937,-120.3366334,N
53,98683,5398683,B5,G6350,S,18805420,1308285,+45.6032866,-122.5101704,N
53,98607,5398607,B5,G6350,S,121658124,6963788,+45.6422260,-122.3799799,N
53,99328,5399328,B5,G6350,S,1659495094,7107953,+46.2633684,-117.8654241,N
53,99115,5399115,B5,G6350,S,1084259015,9772905,+47.6468341,-119.4166888,N
53,98843,5398843,B5,G6350,S,169761186,12802170,+47.7567863,-120.0579482,N
53,98830,5398830,B5,G6350,S,1166999173,7045708,+47.8953656,-119.5232463,N
53,99150,5399150,B5,G6350,S,144440311,18770,+48.8044783,-118.5562794,N
53,99343,5399343,B5,G6350,S,428395394,7671981,+46.5936091,-119.1800878,N
53,98550,5398550,B5,G6350,S,554530299,112113396,+47.0937880,-123.9256621,N
53,98126,5398126,B5,G6350,S,7963648,1777439,+47.5556468,-122.3795899,N
53,98105,5398105,B5,G6350,S,10689306,6434743,+47.6598613,-122.2849767,N
53,98116,5398116,B5,G6350,S,7657204,1880414,+47.5739335,-122.4001751,N
53,98107,5398107,B5,G6350,S,5704026,704217,+47.6675273,-122.3775511,N
53,98108,5398108,B5,G6350,S,19384665,964749,+47.5348617,-122.3057936,N
53,98004,5398004,B5,G6350,S,18200338,4178457,+47.6183371,-122.2053410,N
53,98038,5398038,B5,G6350,S,172206702,1011079,+47.4193780,-121.9580080,N
53,98075,5398075,B5,G6350,S,24552292,4217658,+47.5860922,-122.0374358,N
53,98014,5398014,B5,G6350,S,117346593,4626219,+47.6604452,-121.8916130,N
53,98367,5398367,B5,G6350,S,208413122,4010517,+47.4612635,-122.6994432,N
53,98314,5398314,B5,G6350,S,1495426,2209121,+47.5562874,-122.6371179,N
53,98364,5398364,B5,G6350,S,779380,0,+47.8471095,-122.5883638,N
53,98940,5398940,B5,G6350,S,277789488,19657910,+47.4767914,-121.0804633,N
53,98941,5398941,B5,G6350,S,12531574,0,+47.2232136,-120.9820115,N
53,98602,5398602,B5,G6350,S,145030761,0,+45.8671062,-121.2654913,N
53,98591,5398591,B5,G6350,S,299345903,4010427,+46.4410226,-122.7435980,N
53,98355,5398355,B5,G6350,S,491306508,2742115,+46.7037780,-122.0400179,N
53,99122,5399122,B5,G6350,S,1474634676,20443341,+47.6878486,-118.2082323,N
53,99117,5399117,B5,G6350,S,477692479,729700,+47.7220693,-118.5320021,N
53,98588,5398588,B5,G6350,S,126445138,2522027,+47.4523727,-123.0200246,N
53,98592,5398592,B5,G6350,S,45670104,4845676,+47.3263040,-123.0820756,N
53,98841,5398841,B5,G6350,S,993865626,15598530,+48.3596476,-119.2685745,N
53,99153,5399153,B5,G6350,S,888786500,10039124,+48.9110915,-117.1660209,N
53,98498,5398498,B5,G6350,S,22002787,2908964,+47.1591939,-122.5531225,N
53,98408,5398408,B5,G6350,S,8757847,113481,+47.1973989,-122.4465185,N
53,98558,5398558,B5,G6350,S,327359,29963,+46.9339406,-122.5572183,N
53,98333,5398333,B5,G6350,S,13514702,24930837,+47.2524317,-122.6399961,N
53,98323,5398323,B5,G6350,S,638112512,3056856,+47.0430832,-121.8275107,N
53,98233,5398233,B5,G6350,S,87664372,682829,+48.5009490,-122.3455871,N
53,98283,5398283,B5,G6350,S,1419061566,69604505,+48.8020546,-121.2603241,N
53,98648,5398648,B5,G6350,S,319037546,23891280,+45.7062537,-121.9563114,N
53,98012,5398012,B5,G6350,S,39681392,41432,+47.8411693,-122.1990691,N
53,98021,5398021,B5,G6350,S,26276137,0,+47.7925226,-122.2082156,N
53,98271,5398271,B5,G6350,S,120688056,12881761,+48.0899682,-122.2376808,N
53,99004,5399004,B5,G6350,S,870251144,12520258,+47.4200619,-117.6311652,N
53,99224,5399224,B5,G6350,S,303209293,943307,+47.6524100,-117.5260457,N
53,99037,5399037,B5,G6350,S,16750927,79268,+47.6357837,-117.1976054,N
53,99151,5399151,B5,G6350,S,314770,0,+48.6644696,-118.0636358,N
53,99040,5399040,B5,G6350,S,271211141,3920546,+47.8983565,-118.0036966,N
53,98502,5398502,B5,G6350,S,140811824,43376343,+47.0875543,-123.0219677,N
53,98589,5398589,B5,G6350,S,238300083,4821862,+46.8340183,-122.8163641,N
53,98612,5398612,B5,G6350,S,195711118,25677147,+46.2156799,-123.3252655,N
53,99362,5399362,B5,G6350,S,830410706,312763,+46.1010825,-118.3136094,Y
53,99329,5399329,B5,G6350,S,4738265,0,+46.1563305,-118.1452984,N
53,98226,5398226,B5,G6350,S,277732046,32559380,+48.7985984,-122.4454522,N
53,98230,5398230,B5,G6350,S,113340436,12450970,+48.9539830,-122.7120137,N
53,99111,5399111,B5,G6350,S,747252282,6997113,+46.8377289,-117.4207494,N
53,99163,5399163,B5,G6350,S,536124445,1052518,+46.7303307,-117.2180270,N
53,98923,5398923,B5,G6350,S,15623478,0,+46.6663236,-120.7176300,N
53,98933,5398933,B5,G6350,S,62558521,0,+46.4022247,-120.6312326,N
53,98902,5398902,B5,G6350,S,23373808,273352,+46.5966734,-120.5338506,N
53,98947,5398947,B5,G6350,S,106837711,0,+46.6874708,-120.8015807,N
53,98935,5398935,B5,G6350,S,693407684,3154409,+46.1325749,-120.0862672,N
53,99105,5399105,B5,G6350,S,313041682,1329594,+46.8729873,-118.0719647,N
53,99403,5399403,B5,G6350,S,395974855,3532732,+46.3623669,-117.2825967,N
53,99402,5399402,B5,G6350,S,741920735,4673794,+46.1907725,-117.1274168,N
53,99350,5399350,B5,G6350,S,1480080357,2205606,+46.1832921,-119.6959428,N
53,98305,5398305,B5,G6350,S,310421661,2764631,+48.0628908,-124.4390723,N
53,98362,5398362,B5,G6350,S,567302775,175832,+47.9309379,-123.3680309,N
53,98604,5398604,B5,G6350,S,187325219,137290,+45.8057468,-122.5107768,N
53,99347,5399347,B5,G6350,S,1960341750,22239588,+46.4277345,-117.5653877,N
53,99348,5399348,B5,G6350,S,1345764368,20237425,+46.3771215,-118.4720359,N
53,98625,5398625,B5,G6350,S,208548406,4763003,+46.0372513,-122.7333843,N
53,98813,5398813,B5,G6350,S,305926126,19059168,+48.0406788,-119.5605041,N
53,98812,5398812,B5,G6350,S,686964768,23112974,+48.1531478,-119.7428767,N
53,99133,5399133,B5,G6350,S,383155350,25920632,+48.0218936,-119.0850914,N
53,99116,5399116,B5,G6350,S,121663008,10021458,+48.0306397,-118.9273729,N
53,99138,5399138,B5,G6350,S,1367436580,80750388,+48.2058431,-118.3958233,N
53,98837,5398837,B5,G6350,S,1250595193,83125107,+47.1499024,-119.3059719,N
53,98569,5398569,B5,G6350,S,37939902,61449322,+46.9937435,-124.1367044,N
53,98236,5398236,B5,G6350,S,59279796,25581824,+47.9483928,-122.4128217,N
53,98249,5398249,B5,G6350,S,41291160,22831539,+48.0142361,-122.5427943,N
53,98239,5398239,B5,G6350,S,75803716,34548673,+48.1964975,-122.6579539,N
53,98320,5398320,B5,G6350,S,252865213,4379982,+47.7185432,-122.9669228,N
53,98365,5398365,B5,G6350,S,96360969,13062460,+47.8848303,-122.7013696,N
53,98325,5398325,B5,G6350,S,77907774,603700,+47.9666477,-122.7596967,N
53,98104,5398104,B5,G6350,S,2007034,252657,+47.6018840,-122.3294587,N
53,98040,5398040,B5,G6350,S,16370442,17583045,+47.5677164,-122.2327755,N
53,98045,5398045,B5,G6350,S,872796478,15652767,+47.3903162,-121.6068263,N
53,98051,5398051,B5,G6350,S,132339462,1663208,+47.3462096,-121.8812910,N
53,98047,5398047,B5,G6350,S,6277098,74330,+47.2617687,-122.2488886,N
53,98337,5398337,B5,G6350,S,2704468,1780445,+47.5687141,-122.6315578,N
53,98392,5398392,B5,G6350,S,4256226,856840,+47.7322798,-122.5623176,N
53,98329,5398329,B5,G6350,S,66967775,14540323,+47.3680895,-122.7260525,N
53,98925,5398925,B5,G6350,S,325189820,9152908,+47.2572877,-121.2708776,N
53,98673,5398673,B5,G6350,S,33643510,13213494,+45.6561987,-121.0284352,N
53,98531,5398531,B5,G6350,S,353875685,3604903,+46.7304368,-122.9027743,N
53,98579,5398579,B5,G6350,S,234361852,1655819,+46.7882009,-123.1254731,N
53,98582,5398582,B5,G6350,S,18385643,469138,+46.5236818,-122.6257395,N
53,99185,5399185,B5,G6350,S,698459842,15233367,+47.7494316,-118.7173168,N
53,98548,5398548,B5,G6350,S,355695104,6545662,+47.3829518,-123.4115815,N
53,98555,5398555,B5,G6350,S,52820573,194950,+47.5347326,-123.0608651,N
53,98859,5398859,B5,G6350,S,348134731,245917,+48.7979279,-118.9563877,N
53,98814,5398814,B5,G6350,S,388376215,340655,+48.2068725,-120.1590442,N
53,98846,5398846,B5,G6350,S,230695250,6566818,+48.0148774,-119.9711682,N
53,98373,5398373,B5,G6350,S,24401165,63519,+47.1450828,-122.3241526,N
53,98372,5398372,B5,G6350,S,35314275,344504,+47.2056480,-122.2663389,N
53,98374,5398374,B5,G6350,S,41032501,383201,+47.1290798,-122.2639234,N
53,98387,5398387,B5,G6350,S,73507041,983285,+47.0609590,-122.3942208,N
53,98321,5398321,B5,G6350,S,93325269,1168628,+47.1526064,-122.0717385,N
53,98580,5398580,B5,G6350,S,364775307,5145674,+46.9989528,-122.5218823,N
53,98338,5398338,B5,G6350,S,139310526,876436,+47.0343157,-122.2768540,N
53,98327,5398327,B5,G6350,S,17788609,5712976,+47.1023688,-122.6646903,N
53,98351,5398351,B5,G6350,S,22137151,28461399,+47.1996420,-122.7742723,N
53,98222,5398222,B5,G6350,S,17123093,16710879,+48.5668147,-122.8181026,N
53,98639,5398639,B5,G6350,S,33159189,408025,+45.6699091,-121.9896652,N
53,98020,5398020,B5,G6350,S,13396283,2513786,+47.8023438,-122.3741934,N
53,98256,5398256,B5,G6350,S,218855030,860036,+47.8214383,-121.4064327,N
53,99212,5399212,B5,G6350,S,31445036,353083,+47.6647048,-117.3103623,N
53,99208,5399208,B5,G6350,S,127316372,274480,+47.7821093,-117.4557211,N
53,99204,5399204,B5,G6350,S,2919952,0,+47.6457055,-117.4272630,N
53,99012,5399012,B5,G6350,S,246191714,0,+47.3820415,-117.1927767,N
53,99031,5399031,B5,G6350,S,183815950,0,+47.4234940,-117.3624188,N
53,99131,5399131,B5,G6350,S,68735929,24014225,+48.2774090,-118.1313915,N
53,98516,5398516,B5,G6350,S,74190979,35979290,+47.1096843,-122.7942610,N
53,98513,5398513,B5,G6350,S,152955099,3393287,+46.9770301,-122.7339420,N
53,98643,5398643,B5,G6350,S,94347859,11671039,+46.2954406,-123.6197058,N
53,99323,5399323,B5,G6350,S,326083969,20253630,+46.1907887,-118.8728644,N
53,98247,5398247,B5,G6350,S,164987407,3040843,+48.9118769,-122.3301454,N
53,98295,5398295,B5,G6350,S,74785340,385188,+48.9813549,-122.2001064,N
53,98276,5398276,B5,G6350,S,542593,0,+48.9267015,-122.3261828,N
53,99017,5399017,B5,G6350,S,219408556,1231814,+47.1841291,-117.8867583,N
53,99125,5399125,B5,G6350,S,603506308,659509,+46.9310402,-117.7651541,N
53,99143,5399143,B5,G6350,S,803350060,8633307,+46.7655356,-117.8482448,N
53,99149,5399149,B5,G6350,S,6744865,0,+47.2171261,-117.4639578,N
53,98942,5398942,B5,G6350,S,487909447,1343761,+46.8013350,-120.6648096,N
53,98932,5398932,B5,G6350,S,87507442,481103,+46.3327131,-120.1562309,N
53,98939,5398939,B5,G6350,S,738747,0,+46.4968471,-120.4657887,N
53,99159,5399159,B5,G6350,S,1300034123,6404368,+47.3268396,-118.7658705,N
53,99032,5399032,B5,G6350,S,562986022,9274791,+47.3302523,-118.0400211,N
53,99341,5399341,B5,G6350,S,1036903859,0,+46.9128966,-118.6530186,N
53,99320,5399320,B5,G6350,S,359642127,2841259,+46.2658884,-119.4872434,N
53,99352,5399352,B5,G6350,S,54262092,8689165,+46.2525887,-119.2882175,N
53,99354,5399354,B5,G6350,S,52600932,214528,+46.3316076,-119.3027156,N
53,98930,5398930,B5,G6350,S,123083474,662912,+46.2691004,-119.8919770,N
53,98944,5398944,B5,G6350,S,1497260973,27334959,+46.4976275,-119.6302690,N
53,98816,5398816,B5,G6350,S,1027248248,106438670,+48.0029218,-120.3399899,N
53,98828,5398828,B5,G6350,S,146763469,4200849,+47.3100780,-120.1782578,N
53,98350,5398350,B5,G6350,S,8214634,243998,+47.9063301,-124.6215221,N
53,98660,5398660,B5,G6350,S,38698053,22297016,+45.6789959,-122.7204992,N
53,98662,5398662,B5,G6350,S,33338974,0,+45.6884977,-122.5778471,N
53,98686,5398686,B5,G6350,S,29788044,10880,+45.7233917,-122.6243971,N
53,98675,5398675,B5,G6350,S,305779639,131064,+45.8284516,-122.3429250,N
53,99359,5399359,B5,G6350,S,215544424,6902358,+46.5432522,-118.0973717,N
53,98616,5398616,B5,G6350,S,537262707,25946762,+46.1932796,-122.1328733,N
53,98858,5398858,B5,G6350,S,1002061010,3723474,+47.6494236,-119.9027798,N
53,99121,5399121,B5,G6350,S,146779001,27136,+48.9369935,-118.4697927,N
53,99140,5399140,B5,G6350,S,1007708003,39471058,+48.1114138,-118.6461697,N
53,99155,5399155,B5,G6350,S,788658196,8424119,+48.2490633,-118.9656823,N
53,99301,5399301,B5,G6350,S,1204285093,35605228,+46.3790487,-118.9541902,N
53,99135,5399135,B5,G6350,S,456733366,24078,+47.6648050,-119.0992963,N
53,99123,5399123,B5,G6350,S,112733811,106333426,+47.8457808,-119.1444682,N
53,98860,5398860,B5,G6350,S,199037454,59513,+47.4619561,-119.2004755,N
53,98583,5398583,B5,G6350,S,283657,7477,+47.0008748,-123.4865961,N
53,98526,5398526,B5,G6350,S,225366174,18145747,+47.4541957,-123.9907479,N
53,98547,5398547,B5,G6350,S,157790677,27274883,+46.7839491,-124.0359558,N
53,98557,5398557,B5,G6350,S,93393706,363313,+47.0442105,-123.2683211,N
53,98535,5398535,B5,G6350,S,26498905,3659648,+47.1064307,-124.1379515,N
53,98136,5398136,B5,G6350,S,5954028,2163641,+47.5364636,-122.3944092,N
53,98188,5398188,B5,G6350,S,19551348,755259,+47.4473353,-122.2730922,N
53,98117,5398117,B5,G6350,S,10214490,1569166,+47.6877607,-122.3848701,N
53,98144,5398144,B5,G6350,S,8818482,4545367,+47.5856211,-122.2924922,N
53,98122,5398122,B5,G6350,S,5992910,3155568,+47.6110462,-122.2932070,N
53,98028,5398028,B5,G6350,S,14667571,1856135,+47.7556801,-122.2480760,N
53,98034,5398034,B5,G6350,S,23633758,4377929,+47.7157690,-122.2137483,N
53,98006,5398006,B5,G6350,S,27685306,1941389,+47.5576267,-122.1510048,N
53,98027,5398027,B5,G6350,S,144495296,2939416,+47.4937320,-121.9987237,N
53,98019,5398019,B5,G6350,S,197687698,2115521,+47.7343332,-121.8553066,N
53,98195,5398195,B5,G6350,S,183452,50845,+47.6487627,-122.3082818,N
53,98366,5398366,B5,G6350,S,60023697,14335127,+47.5360475,-122.5789443,N
53,98340,5398340,B5,G6350,S,22516951,7536069,+47.9077129,-122.5706762,N
53,98620,5398620,B5,G6350,S,1260155351,14992868,+45.8744467,-120.7758299,N
53,98635,5398635,B5,G6350,S,332246961,5605875,+45.7489578,-121.1843453,N
53,98670,5398670,B5,G6350,S,66449222,0,+45.8589761,-121.1409265,N
53,98650,5398650,B5,G6350,S,212884557,109640,+45.9478687,-121.5407822,N
53,98361,5398361,B5,G6350,S,1187660089,7612728,+46.5386619,-121.5047140,N
53,98538,5398538,B5,G6350,S,273773355,387659,+46.4827680,-123.1461345,N
53,99156,5399156,B5,G6350,S,847496285,20255752,+48.1858490,-117.1968147,N
53,98409,5398409,B5,G6350,S,18412393,19161,+47.2109574,-122.4815771,N
53,98444,5398444,B5,G6350,S,17425684,134972,+47.1530407,-122.4488314,N
53,98404,5398404,B5,G6350,S,19720772,58547,+47.2089807,-122.4116385,N
53,98391,5398391,B5,G6350,S,99908435,2613401,+47.1770940,-122.1663168,N
53,98445,5398445,B5,G6350,S,26979260,0,+47.1399666,-122.4099022,N
53,98443,5398443,B5,G6350,S,13154267,105066,+47.2077761,-122.3725062,N
53,98328,5398328,B5,G6350,S,548825745,12793024,+46.8658898,-122.1579161,N
53,98416,5398416,B5,G6350,S,269804,0,+47.2625210,-122.4811986,N
53,98394,5398394,B5,G6350,S,14363481,2529520,+47.3105605,-122.7784803,N
53,98245,5398245,B5,G6350,S,82864214,30830854,+48.6196627,-122.8717699,N
53,98274,5398274,B5,G6350,S,365437844,6752081,+48.3487706,-122.1454668,N
53,98235,5398235,B5,G6350,S,79407,0,+48.4625050,-122.2339798,N
53,98087,5398087,B5,G6350,S,14418856,488086,+47.8630710,-122.2669760,N
53,98043,5398043,B5,G6350,S,10570552,275673,+47.7911979,-122.3077507,N
53,98204,5398204,B5,G6350,S,20779331,0,+47.9013620,-122.2608910,N
53,98037,5398037,B5,G6350,S,14931093,0,+47.8392266,-122.2854684,N
53,99170,5399170,B5,G6350,S,471271756,832260,+47.2358231,-117.3937200,N
53,99201,5399201,B5,G6350,S,7773515,480711,+47.6634656,-117.4360617,N
53,99033,5399033,B5,G6350,S,97428649,0,+47.2323277,-117.0992730,N
53,99181,5399181,B5,G6350,S,255431261,2755890,+48.1473628,-117.7868280,N
53,99173,5399173,B5,G6350,S,338482153,0,+48.0369718,-117.8630035,N
53,99034,5399034,B5,G6350,S,44505527,353780,+47.8736684,-117.7505196,N
53,98506,5398506,B5,G6350,S,57955564,19988717,+47.1082924,-122.8706226,N
53,98647,5398647,B5,G6350,S,158512418,7361115,+46.3152468,-123.4012877,N
53,98264,5398264,B5,G6350,S,147753338,2562344,+48.9502532,-122.4597918,N
53,99161,5399161,B5,G6350,S,192340413,2631,+46.9030327,-117.1391264,N
53,99171,5399171,B5,G6350,S,688310887,9704417,+47.0982479,-117.6538903,N
53,99130,5399130,B5,G6350,S,203048420,0,+46.9973092,-117.1841247,N
53,99136,5399136,B5,G6350,S,51163094,0,+46.6746426,-117.9555257,N
53,98903,5398903,B5,G6350,S,749040854,535943,+46.5440802,-121.0224161,N
53,98948,5398948,B5,G6350,S,565156330,296374,+46.2979662,-120.3126205,N
